3/31/2004,38:15.8,2,1,122.153,-3.91901,11.04,2.03397
2/28/2004,59:16.0,3,1,19.9884,37.0933,45.08,2.69964
2/28/2004,03:16.3,11,1,19.3024,38.4629,45.08,2.68742
2/28/2004,06:16.0,17,1,19.1652,38.8039,45.08,2.68742
2/28/2004,06:46.8,18,1,19.175,38.8379,45.08,2.69964
2/28/2004,08:46.0,22,1,19.1456,38.9401,45.08,2.68742
2/28/2004,09:22.3,23,1,19.1652,38.872,45.08,2.68742
2/28/2004,09:46.1,24,1,19.1652,38.8039,45.08,2.68742
2/28/2004,10:16.7,25,1,19.1456,38.8379,45.08,2.69964
2/28/2004,10:46.3,26,1,19.1456,38.872,45.08,2.68742
2/28/2004,11:46.9,28,1,19.1456,38.9401,45.08,2.69964
2/28/2004,12:46.3,30,1,19.1358,38.9061,45.08,2.68742
2/28/2004,14:16.6,33,1,19.1162,38.8039,45.08,2.69964
2/28/2004,14:46.6,34,1,19.1162,38.872,45.08,2.69964
2/28/2004,15:16.6,35,1,19.1064,39.0082,45.08,2.69964
2/28/2004,16:16.3,37,1,19.1064,38.872,43.24,2.69964
2/28/2004,16:46.5,38,1,19.0966,38.8039,43.24,2.69964
2/28/2004,17:46.4,40,1,19.0966,38.7357,43.24,2.69964
2/28/2004,18:16.5,41,1,19.0868,38.8039,43.24,2.69964
2/28/2004,20:16.1,45,1,19.0672,38.9061,43.24,2.68742
2/28/2004,20:46.0,46,1,19.0672,38.872,43.24,2.69964
2/28/2004,21:16.6,47,1,19.0672,38.9061,43.24,2.69964
2/28/2004,22:16.0,49,1,19.0868,39.0082,43.24,2.69964
2/28/2004,23:16.9,51,1,19.0182,38.7357,43.24,2.68742
2/28/2004,23:46.5,52,1,19.0182,38.7357,43.24,2.69964
2/28/2004,24:16.2,53,1,19.0084,38.8039,43.24,2.69964
2/28/2004,26:16.7,57,1,19.0084,38.9401,43.24,2.68742
2/28/2004,26:46.5,58,1,19.0084,38.9401,43.24,2.69964
2/28/2004,28:46.5,62,1,18.9986,38.9742,43.24,2.68742
2/28/2004,29:46.1,64,1,19.0084,38.9742,43.24,2.69964
2/28/2004,30:46.5,66,1,18.9888,39.0422,43.24,2.68742
2/28/2004,32:16.6,69,1,18.9692,38.9401,43.24,2.69964
2/28/2004,32:46.3,70,1,18.979,39.0763,43.24,2.69964
2/28/2004,33:46.4,72,1,18.979,38.9742,43.24,2.68742
2/28/2004,34:46.3,74,1,18.9692,38.9401,43.24,2.68742
2/28/2004,35:16.4,75,1,18.9888,38.8039,43.24,2.69964
2/28/2004,36:16.8,77,1,18.979,38.872,43.24,2.68742
2/28/2004,36:46.9,78,1,18.9888,38.9061,43.24,2.69964
2/28/2004,37:16.7,79,1,18.9692,38.8039,43.24,2.69964
2/28/2004,39:46.2,84,1,18.9594,38.8039,43.24,2.68742
2/28/2004,42:16.9,89,1,18.9594,38.8379,43.24,2.68742
2/28/2004,42:46.1,90,1,18.9692,38.8039,43.24,2.69964
2/28/2004,44:16.1,93,1,18.9398,38.7698,43.24,2.68742
2/28/2004,45:46.7,96,1,18.93,38.8039,43.24,2.69964
2/28/2004,46:46.4,98,1,18.9202,38.872,43.24,2.68742
2/28/2004,48:46.5,102,1,18.9104,39.0082,43.24,2.69964
2/28/2004,49:46.5,104,1,18.9006,38.9061,43.24,2.69964
2/28/2004,50:16.2,105,1,18.9006,39.0082,43.24,2.69964
2/28/2004,50:46.6,106,1,18.9104,39.0082,43.24,2.68742
2/28/2004,51:16.5,107,1,18.9006,39.0082,43.24,2.69964
2/28/2004,52:16.7,109,1,18.8908,39.0763,43.24,2.68742
2/28/2004,54:46.4,114,1,18.9006,39.0082,43.24,2.69964
2/28/2004,56:16.4,117,1,18.9104,39.0082,43.24,2.69964
2/28/2004,57:16.2,119,1,18.8908,38.9401,43.24,2.68742
2/28/2004,01:46.1,128,1,18.8712,38.9742,43.24,2.69964
2/28/2004,10:16.3,145,1,18.8222,39.0082,43.24,2.68742
2/28/2004,11:16.7,147,1,18.8124,39.0082,43.24,2.69964
2/28/2004,12:46.3,150,1,18.8124,39.0082,43.24,2.68742
2/28/2004,13:16.5,151,1,18.8026,39.0082,43.24,2.68742
2/28/2004,14:46.7,154,1,18.7928,38.9401,43.24,2.68742
2/28/2004,16:46.5,158,1,18.7928,38.9401,43.24,2.68742
2/28/2004,18:46.2,162,1,18.7732,39.0082,43.24,2.68742
2/28/2004,19:16.2,163,1,18.7732,39.0082,43.24,2.68742
2/28/2004,19:47.0,164,1,18.7928,38.872,43.24,2.69964
2/28/2004,20:46.9,166,1,18.7732,38.9061,43.24,2.69964
2/28/2004,21:16.6,167,1,18.7536,38.8379,43.24,2.68742
2/28/2004,21:46.3,168,1,18.7732,38.8039,43.24,2.69964
2/28/2004,23:16.6,171,1,18.7634,38.872,43.24,2.68742
2/28/2004,23:46.4,172,1,18.7536,38.8039,43.24,2.69964
2/28/2004,24:46.1,174,1,18.7242,38.8039,43.24,2.68742
2/28/2004,25:46.5,176,1,18.734,38.8379,43.24,2.69964
2/28/2004,26:17.2,177,1,18.7242,38.9401,43.24,2.69964
2/28/2004,30:16.1,185,1,18.734,38.872,43.24,2.69964
2/28/2004,31:16.3,187,1,18.7242,38.9401,43.24,2.68742
2/28/2004,31:46.1,188,1,18.7144,38.9401,43.24,2.68742
2/28/2004,34:46.7,194,1,18.6948,38.9401,43.24,2.68742
2/28/2004,35:46.7,196,1,18.6948,38.9401,43.24,2.68742
2/28/2004,36:16.8,197,1,18.685,38.872,43.24,2.69964
2/28/2004,37:46.5,200,1,18.6654,38.872,43.24,2.68742
2/28/2004,40:16.9,205,1,18.6556,38.872,43.24,2.68742
2/28/2004,40:46.1,206,1,18.6458,38.872,43.24,2.68742
2/28/2004,41:16.7,207,1,18.636,38.872,43.24,2.69964
2/28/2004,42:46.4,210,1,18.636,38.8379,43.24,2.68742
2/28/2004,43:46.9,212,1,18.636,38.872,43.24,2.68742
2/28/2004,46:46.2,218,1,18.636,38.8039,43.24,2.68742
2/28/2004,47:46.1,220,1,18.6164,38.872,43.24,2.69964
2/28/2004,50:16.2,225,1,18.6066,38.9061,43.24,2.68742
2/28/2004,02:17.1,249,1,18.5478,38.9401,43.24,2.67532
2/28/2004,05:46.6,256,1,18.5184,38.9401,43.24,2.68742
2/28/2004,07:46.2,260,1,18.5086,39.0082,43.24,2.68742
2/28/2004,08:16.3,261,1,18.4988,39.0763,43.24,2.68742
2/28/2004,08:47.1,262,1,18.4988,39.0082,43.24,2.69964
2/28/2004,10:17.0,265,1,18.4988,39.0422,43.24,2.68742
2/28/2004,10:46.5,266,1,18.5086,39.0422,43.24,2.68742
2/28/2004,15:16.9,275,1,18.5086,38.9742,43.24,2.68742
